"","date","ratio_upt_pre","ratio_upt_pre_bus","ratio_upt_pre_rail","workplaces_time","reopened","INDIVIDUAL_gap_z","cases_p","dose2_cum","ratio_vrm_pre","ratio_vrm_pre_bus","ratio_vrm_pre_rail","pop_month","month","MSA.Code","flex_pct","val_upt","val_upt_bus","val_upt_rail","val_vrm","val_vrm_bus","val_vrm_rail","pct_transitcommute","pct_noveh"
"1","2020-04-01",0.401604305494101,0.401604305494101,NA,-0.45989999009476,0,8.95467654429082e-05,0.0009597802316554,0,0.689733707924933,0.689733707924933,NA,703543,4,"C1042",0.35029647148854,211478,211478,NA,285278,285278,NA,0.0106042074008652,0.0777773172231318
"2","2020-05-01",0.36474212042546,0.36474212042546,NA,-0.359190019425384,0,0.000281353509316638,0.00128112887218002,0,0.632793044588328,0.632793044588328,NA,703741,5,"C1042",0.336484364676811,192067,192067,NA,261727,261727,NA,0.0106042074008652,0.0777773172231318
"3","2020-06-01",0.394800060009533,0.394800060009533,NA,-0.279442157660353,0,-0.000105163379837338,0.000881575916483479,0,0.706435593294101,0.706435593294101,NA,703667,6,"C1042",0.326214768621337,207895,207895,NA,292186,292186,NA,0.0106042074008652,0.0777773172231318
"4","2020-07-01",0.409314391083647,0.409314391083647,NA,-0.310519532643644,0,3.26848470207051e-05,0.00217123616850044,0,0.725282031691997,0.725282031691997,NA,703690,7,"C1042",0.325105252761759,215538,215538,NA,299981,299981,NA,0.0106042074008652,0.0777773172231318
"5","2020-08-01",0.427055184083041,0.427055184083041,NA,-0.271497646238503,0,3.69467228256854e-05,0.00204326547094639,0,0.740402702088461,0.740402702088461,NA,703716,8,"C1042",0.325659957930969,224880,224880,NA,306235,306235,NA,0.0106042074008652,0.0777773172231318
"6","2020-09-01",0.467250177085094,0.467250177085094,NA,-0.267719165243837,0,-1.27894137759039e-05,0.00182855907838347,0,0.834903265426517,0.834903265426517,NA,703707,9,"C1042",0.325709629565825,246046,246046,NA,345321,345321,NA,0.0106042074008652,0.0777773172231318
"7","2020-10-01",0.500992246236586,0.500992246236586,NA,-0.227414740037951,0,-0.000294243070362473,0.00398415438384953,0,0.883459137439979,0.883459137439979,NA,703500,10,"C1042",0.321033660198573,263814,263814,NA,365404,365404,NA,0.0106042074008652,0.0777773172231318
"8","2020-11-01",0.438863389057376,0.438863389057376,NA,-0.272445708634928,0,-0.000272995615007934,0.0143085458831827,0,0.771265407174944,0.771265407174944,NA,703308,11,"C1042",0.321083662257433,231098,231098,NA,319000,319000,NA,0.0106042074008652,0.0777773172231318
"9","2020-12-01",0.42390468359214,0.42390468359214,NA,-0.326641296812543,0,-0.000345629493716797,0.0225470150123847,0,0.78196641247951,0.78196641247951,NA,703065,12,"C1042",0.322299635209399,223221,223221,NA,323426,323426,NA,0.0106042074008652,0.0777773172231318
"10","2021-01-01",0.409390352518027,0.409390352518027,NA,-0.263922180889985,0,-0.000209128234018762,0.0155626587192124,0,0.778811235813794,0.778811235813794,NA,702918,1,"C1042",0.32390947635598,215578,215578,NA,322121,322121,NA,0.0106042074008652,0.0777773172231318
"11","2021-02-01",0.3943234020088,0.3943234020088,NA,-0.24006074384938,0,2.56068831301854e-05,0.00683932283594441,0,0.782889996760202,0.782889996760202,NA,702936,2,"C1042",0.324585290414015,207644,207644,NA,323808,323808,NA,0.0106042074008652,0.0777773172231318
"12","2021-03-01",0.497011867075086,0.497011867075086,NA,-0.232794413310279,0,5.83233875361498e-05,0.00563497638229682,0.169,0.885059694491859,0.885059694491859,NA,702977,3,"C1042",0.323518072518358,261718,261718,NA,366066,366066,NA,0.0106042074008652,0.0777773172231318
"13","2021-04-01",0.477780330925989,0.477780330925989,NA,-0.248129461745256,0,0.000355503983777642,0.0058937615706839,0.322,0.846133760148547,0.846133760148547,NA,703227,4,"C1042",0.322044062673984,251591,251591,NA,349966,349966,NA,0.0106042074008652,0.0777773172231318
"14","2021-05-01",0.451964837452026,0.451964837452026,NA,-0.236921020939285,1,0.000136494896370515,0.00294616983702221,0.402,0.793578913265281,0.793578913265281,NA,703323,5,"C1042",0.319550496512863,237997,237997,NA,328229,328229,NA,0.0106042074008652,0.0777773172231318
"15","2021-06-01",0.466425995522073,0.466425995522073,NA,-0.244087540132966,1,-0.000118025140776975,0.000720901596221168,0.447,0.818936379066068,0.818936379066068,NA,703240,6,"C1042",0.318514719148701,245612,245612,NA,338717,338717,NA,0.0106042074008652,0.0777773172231318
"16","2021-07-01",0.463936359510277,0.463936359510277,NA,-0.26305287950391,1,-0.000284478834774693,0.00114178300151005,0.465,0.820307248927723,0.820307248927723,NA,703040,7,"C1042",0.318427791727777,244301,244301,NA,339284,339284,NA,0.0106042074008652,0.0777773172231318
"17","2021-08-01",0.518263977378685,0.518263977378685,NA,-0.230049640653919,1,-2.84479644059069e-06,0.00571033690418976,0.484,0.830558550891428,0.830558550891428,NA,703038,8,"C1042",0.318537491922786,272909,272909,NA,343524,343524,NA,0.0106042074008652,0.0777773172231318
"18","2021-09-01",0.646999618293792,0.646999618293792,NA,-0.221045058651765,1,-0.000139414459271062,0.01122445207213,0.502,0.845227100187135,0.845227100187135,NA,702940,9,"C1042",0.318220814429311,340699,340699,NA,349591,349591,NA,0.0106042074008652,0.0777773172231318
