"MSA.Code","MSA.Title","MSA.Name","date","congestion","congestion_19pct","onsite_pct","S","iv","net_mig_rate","vrm","vrm_19pct","covid_cases","vaccine","reopened","pop_million","transitcommute_pct","noveh_pct"
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-10-01,300,61.9834710743802,67.9700141963373,0.0063504523086239,35.9148454438387,-0.696144896503473,12013096,80.6436456731939,0.00332419273687049,0,0,13.175418,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-11-01,288,60.5042016806723,65.3124636479379,0.0325842575605179,35.7448954731209,-0.567438535972125,11495809,82.5302237147531,0.00850963365679292,0,0,13.167946,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-12-01,251,53.4042553191489,59.5206837693804,0.0314459252066189,36.1178081522739,-0.635506459437203,11744102,81.2859992311674,0.0344587896156748,0,0,13.159583,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-01-01,232,50.1079913606911,60.5255310001851,0.0217924755387203,36.2037388524028,-0.724407506370505,11059071,74.5090378431258,0.0322619127188219,0,0,13.150057,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-02-01,323,66.1885245901639,65.1415878671313,0.00999242908914851,35.8516142974883,-0.581399949598308,10477418,78.8547320773325,0.0068469317336192,0,0,13.142416,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-03-01,376,77.0491803278689,65.9849090378822,0.00539947804393995,35.7649748730839,-0.631180179023713,12135133,83.0851680393656,0.0024730098575985,0.161,0,13.134126,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-04-01,369,79.6976241900648,66.6301601637533,0.00336387689740258,35.6340310299388,-0.538887177410435,11711287,80.0666045392571,0.00131511350328782,0.302,0,13.127052,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-05-01,368,85.981308411215,68.2228207614639,0.0247521232040588,35.4855897825084,-0.456517925149656,11719970,78.1678867757938,0.000983420895286945,0.432,0,13.121062,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-06-01,422,92.7472527472527,68.5535105809062,0.00446001911918535,35.2967778055811,-0.516993610477493,11845067,84.3373983800618,0.000579288801695735,0.498,1,13.114282,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-07-01,406,89.0350877192982,67.0224404324508,0.0294036697741504,35.189936249646,-0.54809996842932,12673289,86.4167821887161,0.00446339258863069,0.528,1,13.107098,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-08-01,409,83.130081300813,69.2010137946502,0.00396887359797625,35.1399052477223,-0.580174904412368,12806357,86.8514939179878,0.00984034019459653,0.559,1,13.099498,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-09-01,405,84.7280334728033,70.5075783893159,0.0320861103716392,35.0869603544847,-0.487126063153778,12353919,89.4473451507803,0.00496456482906287,0.59,1,13.09312,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-10-01,451,93.1818181818182,74.3700872769131,0.00515310197758101,35.125389171356,-0.468404117371527,13064428,87.7012139547501,0.0031108103858996,0.613,1,13.08699,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-11-01,429,90.1260504201681,69.3407768892418,0.0495898955521832,35.051268060153,-0.468547139213543,12691970,91.1176519617658,0.00318779153202851,0.632,1,13.080861,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2021-12-01,464,98.7234042553192,66.294036012465,0.0247440591289495,35.07192789928,-0.442674392716584,13039508,90.2520633133807,0.0146560142523363,0.662,1,13.075073,4.50556779663156,7.76735532606595
"C3114","Louisville/Jefferson County, KY-IN","Louisville KY",2020-04-01,14,13.5922330097087,54.0985136538783,0.00867422938462391,34.7552590354569,-0.107144936819426,386763,65.1501139562267,0.00143055770122045,0,0,1.287975,1.70012182401605,7.38015270769738
"C3114","Louisville/Jefferson County, KY-IN","Louisville KY",2020-05-01,26,23.2142857142857,63.0787447945274,0.0283011320135909,34.1615814702091,0.00931686422300846,400074,66.2208620030423,0.00156959678665225,0,0,1.287987,1.70012182401605,7.38015270769738
"C3114","Louisville/Jefferson County, KY-IN","Louisville KY",2020-06-01,37,34.5794392523364,70.5576503911594,0.00153042813588218,33.0961249888122,-0.106378848468378,394432,71.6271332948351,0.00152093310675112,0,0,1.28785,1.70012182401605,7.38015270769738
"C3114","Louisville/Jefferson County, KY-IN","Louisville KY",2020-07-01,42,46.6666666666667,68.6723287374187,0.0129814427558923,32.0388274078337,0.0659971194198465,404999,69.1910943153823,0.00373010968638962,0,0,1.287935,1.70012182401605,7.38015270769738
"C3114","Louisville/Jefferson County, KY-IN","Louisville KY",2020-08-01,45,38.135593220339,71.7153712129092,0.0025178579066025,32.0065433116417,-0.178612337453066,523696,86.6502641554389,0.00622663370925382,0,0,1.287705,1.70012182401605,7.38015270769738
